worker_id,error_id,pdf_page1,jp2_leaf,region,printed_form,normalized_form_not_applied,classification,source_disposition,required_action,transaction_state,evidence_ids,editorial_instruction,critical_normalization_for_future_layer,source_layer_rule,translation_or_critical_layer_rule,proof_status,proof_summary,proof_artifact
W09,W09-SE005,075,L0074,Proposition VI final inference,An irreducible prime-degree equation is said not to become reducible unless its group reduces to one permutation.,"The inference requires the inherited roots-of-unity/Kummer normality context. Over Q, x^3-2 becomes reducible after adjoining its real cube root while a quadratic factor and residual group of order 2 remain.",false_unconditional_assertion_missing_kummer_normality_context,source_error,note_only,staged_isolated,W09-E075;W09-MATH007;W09-MATH008,Preserve the printed sentence. State the Kummer/normality hypotheses only in a critical layer and propagate the dependency to Proposition VII.,"The inference requires the inherited roots-of-unity/Kummer normality context. Over Q, x^3-2 becomes reducible after adjoining its real cube root while a quadratic factor and residual group of order 2 remain.",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_exact_repair_or_counterexample,The unconditional final sentence fails for x^3−2 after adjoining one real cube root: the equation becomes reducible while the residual splitting group is C2. A roots-of-unity/Kummer normality context is required.,expanded_worker_returns/W09_PDF062-079_RADICALS_MEMOIR/MATHEMATICAL_ERROR_CERTIFICATES.md#W09-SE005
W09,W09-SE006,078,L0077,Proposition VIII necessity argument,"The affine substitution x_k↦x_{ak+b} is said never to leave two letters in place, with no exclusion of the identity.","Insert “nonidentity”: the identity a=1,b=0 fixes every letter; every nonidentity affine map fixes at most one point.",omitted_nonidentity_quantifier,source_error,note_only,staged_isolated,W09-E078;W09-MATH009;W09-MATH015,Preserve the printed sentence; add the missing quantifier only in critical or expository apparatus. The theorem’s repaired argument remains valid.,"Insert “nonidentity”: the identity a=1,b=0 fixes every letter; every nonidentity affine map fixes at most one point.",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_exact_repair_or_counterexample,"The identity affine map fixes every letter, while each nonidentity affine map fixes at most one. The necessity argument is repaired by inserting the omitted nonidentity qualifier.",expanded_worker_returns/W09_PDF062-079_RADICALS_MEMOIR/MATHEMATICAL_ERROR_CERTIFICATES.md#W09-SE006
W10,W10-PE001,082,L0081,general form of the indexed letters,"a_{k_1,k_1,k_3,\ldots,k_\mu}","a_{k_1,k_2,k_3,\ldots,k_\mu}",definite_repeated_second_index,source_error,note_only,staged_isolated,W10-E082;W10-E1908-022,Preserve the duplicate k_1 in the 1897 layer; Tannery’s k_2 correction belongs only in critical apparatus.,"a_{k_1,k_2,k_3,\ldots,k_\mu}",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_philologically_and_by_1908_collation,The index declaration and Tannery collation establish that the second printed k_1 is a repetition for k_2.,expanded_worker_returns/W10_PDF080-091_PRIMITIVE_EQUATIONS/MATHEMATICAL_ERROR_CERTIFICATES.md#W10-PE001
W10,W10-PE002,082,L0081,general form of substitutions in H,\psi(k)_2,\psi(k_2),definite_misplaced_index,source_error,note_only,staged_isolated,W10-E082;W10-E1908-022,Preserve the printed subscript placement; normalize only in a labelled critical/translation layer.,\psi(k_2),Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_philologically_and_by_1908_collation,Coordinate parallelism and Tannery collation establish psi(k_2) as the critical reading.,expanded_worker_returns/W10_PDF080-091_PRIMITIVE_EQUATIONS/MATHEMATICAL_ERROR_CERTIFICATES.md#W10-PE002
W10,W10-PE003,083,L0082,prime-degree action on horizontal lines,a_{mk_1+n k_2},"a_{mk_1+n,k_2}",definite_missing_index_separator,source_error,note_only,staged_isolated,W10-E083;W10-E1908-022,Preserve the single malformed subscript in the diplomatic TeX; the two-index repair is critical apparatus only.,"a_{mk_1+n,k_2}",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_coordinate_structure_and_1908_collation,The source transformation acts on two indices; Tannery restores the missing separator and unchanged second coordinate.,expanded_worker_returns/W10_PDF080-091_PRIMITIVE_EQUATIONS/MATHEMATICAL_ERROR_CERTIFICATES.md#W10-PE003
W10,W10-PE004,083,L0082,general form of substitutions in H,"a_{k_2,k_3}","a_{k_1,k_2}",definite_wrong_source_indices,source_error,note_only,staged_isolated,W10-E083,"Preserve k_2,k_3 in the 1897 layer; record k_1,k_2 only as the contextually forced repair.","a_{k_1,k_2}",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_local_index_domain,"Only k_1,k_2 are the established coordinate pair in this section; k_2,k_3 is not a map on the introduced domain.",expanded_worker_returns/W10_PDF080-091_PRIMITIVE_EQUATIONS/MATHEMATICAL_ERROR_CERTIFICATES.md#W10-PE004
W10,W10-PE005,084,L0083,display (A),a_{m_1k_1+n_1k+\alpha_1m_2k_1+n_2k_2+\alpha_2},"a_{m_1k_1+n_1k_2+\alpha_1,\,m_2k_1+n_2k_2+\alpha_2}",definite_malformed_affine_pair,source_error,note_only,staged_isolated,W10-E084;W10-E1908-022,Preserve the malformed one-subscript formula; Tannery’s mathematically corrected two-coordinate affine map is apparatus only.,"a_{m_1k_1+n_1k_2+\alpha_1,\,m_2k_1+n_2k_2+\alpha_2}",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_affine_structure_and_1908_collation,Tannery’s two-coordinate affine formula is the unique form compatible with the finite-difference condition and correctly printed continuation.,expanded_worker_returns/W10_PDF080-091_PRIMITIVE_EQUATIONS/MATHEMATICAL_ERROR_CERTIFICATES.md#W10-PE005
W10,W10-PE006,088,L0087,fixed-point equation for the projective substitution,(rk+s)k-m(mk+n)=0,(rk+s)k-(mk+n)=0,definite_extra_factor_m,source_error,note_only,staged_isolated,W10-E088;W10-E1846-064;W10-MATH001,Preserve the extra factor m. The printed discriminant proves that the critical equation omits this factor; the 1846 witness already carries the same defect.,(rk+s)k-(mk+n)=0,Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_symbolically,The printed discriminant is exactly that of the fixed-point polynomial without the extra factor m and not of the printed polynomial.,expanded_worker_returns/W10_PDF080-091_PRIMITIVE_EQUATIONS/MATHEMATICAL_ERROR_CERTIFICATES.md#W10-PE006
W10,W10-SE001,086,L0085,fixed-letter dimension argument,m est nécessairement <2 et ... 0 ou 1,"For a nonidentity affine map of F_p^2, the fixed set is empty or an affine subspace of dimension 0 or 1; the identity has dimension 2.",omitted_nonidentity_qualification,source_error,note_only,staged_isolated,W10-E086;W10-MATH006,Preserve the printed universal phrasing. Add “nonidentity” only in the critical proof; the divisibility conclusion itself remains valid for the identity.,"For a nonidentity affine map of F_p^2, the fixed set is empty or an affine subspace of dimension 0 or 1; the identity has dimension 2.",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_affine_fixed_set_analysis,The identity has a two-dimensional fixed space; every nonidentity affine map has empty fixed set or fixed dimension at most one.,expanded_worker_returns/W10_PDF080-091_PRIMITIVE_EQUATIONS/MATHEMATICAL_ERROR_CERTIFICATES.md#W10-SE001
W10,W10-SE002,087,L0086,multiplicative scalar subgroup,"dans ces substitutions, aucune lettre ne reste à la même place, et elles sont au nombre de p^2-1","The p^2-1 scalar maps include the identity. Exactly p^2-2 nonidentity scalars move every nonzero letter; every scalar fixes a_{0,0}.",identity_exception_in_universal_fixed_point_claim,source_error,note_only,staged_isolated,W10-E087;W10-MATH006,Preserve the printed claim. Correct only in critical apparatus; the subgroup order p^2-1 and subsequent affine-group count remain intact.,"The p^2-1 scalar maps include the identity. Exactly p^2-2 nonidentity scalars move every nonzero letter; every scalar fixes a_{0,0}.",Preserve the 1897 printed form exactly; do not silently repair it or fuse another witness into the French source layer.,"A later translation or critical reconstruction may normalize only with a visible erratum, exact source coordinates, and the cited proof/provenance certificate.",proved_by_field_scalar_analysis,The scalar subgroup includes identity; exactly p^2-2 nonidentity scalars move every nonzero vector while the group order remains p^2-1.,expanded_worker_returns/W10_PDF080-091_PRIMITIVE_EQUATIONS/MATHEMATICAL_ERROR_CERTIFICATES.md#W10-SE002
W11,W11-PE001,092,L0091,"Table des matières, Introduction page-reference column",1,v,definite_incorrect_page_reference,source_error,note_only,staged_isolated,W11-E092-INTRO;W11-E-MAP;W11-E-W02,"Preserve Arabic 1 in the 1897 diplomatic ToC. In a visibly distinct critical/GPT or translation layer, print an explicit erratum to logical folio v with this proof certificate; never silently substitute v in the source layer.",v,Preserve the 1897 printed form exactly; do not silently repair it or copy the generated Gutenberg folio into the source layer as authority.,"A later translation or critical/GPT reconstruction may display v only with a visible erratum, exact source coordinates, and the foliation proof certificate.",proved_by_primary_image_and_frozen_foliation_map,"L0091 visibly prints Arabic 1. The independently frozen page map and W02 metadata establish Picard’s Introduction as logical roman folios v-x, beginning at PDF024/L0023.",expanded_worker_returns/W11_PDF092-096_BACKMATTER/ERRATA_AND_READING_CERTIFICATES.md#W11-PE001
