segment_id	component_id	english_file	english_anchor	french_file	source_pdf	status	notes
ENSEG:W07:PDF044:0008	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF044:0008	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	044	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF044:0009	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF044:0009	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	044	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF044:0010	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF044:0010	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	044	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF045:0011	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF045:0011	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	045	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF045:0012	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF045:0012	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	045	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF045:0013	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF045:0013	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	045	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF045:0014	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF045:0014	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	045	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF045:0015	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF045:0015	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	045	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF045:0016	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF045:0016	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	045	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF045:0017	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF045:0017	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	045	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF045:0018	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF045:0018	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	045	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF045:0019	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF045:0019	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	045	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF045:0020	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF045:0020	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	045	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0021	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0021	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0022	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0022	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0023	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0023	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0024	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0024	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0025	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0025	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0026	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0026	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0027	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0027	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0028	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0028	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0029	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0029	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0030	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0030	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0031	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0031	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0032	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0032	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0033	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0033	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0034	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0034	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0035	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0035	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0036	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0036	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF046:0122	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF046:0122	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	046	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0037	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0037	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0038	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0038	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0039	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0039	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0040	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0040	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0041	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0041	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0042	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0042	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0043	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0043	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0044	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0044	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0045	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0045	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0046	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0046	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0047	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0047	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0048	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0048	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0049	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0049	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0050	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0050	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0124	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0124	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0051	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0051	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0052	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0052	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0053	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0053	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF047:0054	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF047:0054	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	047	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0055	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0055	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0056	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0056	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0057	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0057	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0058	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0058	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0059	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0059	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0060	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0060	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0061	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0061	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0062	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0062	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0063	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0063	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0064	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0064	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0065	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0065	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0066	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0066	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0067	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0067	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0068	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0068	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0069	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0069	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0070	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0070	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0071	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0071	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF048:0072	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF048:0072	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	048	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0073	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0073	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0074	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0074	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0075	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0075	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0076	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0076	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0077	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0077	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0078	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0078	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0079	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0079	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0080	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0080	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0081	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0081	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0082	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0082	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0083	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0083	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0084	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0084	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0085	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0085	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0086	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0086	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0087	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0087	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0088	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0088	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0089	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0089	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0090	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0090	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0091	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0091	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0092	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0092	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0093	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0093	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0094	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0094	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF049:0095	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF049:0095	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	049	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF050:0096	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF050:0096	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	050	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF050:0097	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF050:0097	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	050	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF050:0098	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF050:0098	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	050	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
ENSEG:W07:PDF050:0099	W07	source/english/tex/works/GAL1897_W07_NUMBER_THEORY.tex	% ENSEG:W07:PDF050:0099	source/french_diplomatic/tex/works/GAL1897_W07_NUMBER_THEORY.tex	050	translated_aligned	Modern-English segment aligned to the frozen French diplomatic source page; source topology retained.
